times_1,times_2,times_3,times_4,times_5,times_6,times_7,times_8,times_9,times_10,times_11,times_12,times_13,times_14,times_15,times_16,times_17,times_18,times_19,times_20,times_21,times_22,times_23,times_24,times_25,times_26,times_27,times_28,times_29,times_30,times_31,times_32,times_33,times_34,times_35,times_36,times_37,times_38,times_39,times_40,times_41,times_42,times_43,times_44,times_45,times_46,times_47,times_48,times_49,times_50,times_51,times_52,times_53,times_54,times_55,times_56,times_57,times_58,times_59,times_60,times_61,times_62,times_63,times_64,times_65,times_66,times_67,times_68,times_69,times_70,times_71,times_72,times_73,times_74,times_75,times_76,times_77,times_78,times_79,times_80,times_81,times_82,times_83,times_84,times_85,times_86,times_87,times_88,times_89
-0.989333333333335,-0.94019999999999,-0.91579999999999,-0.848033333333333,-0.747033333333334,-0.642733333333325,-0.550433333333331,-0.443399999999997,-0.388466666666659,-0.311666666666667,-0.222433333333328,-0.20356666666666,-0.174333333333323,-0.149166666666659,-0.136600000000001,-0.107633333333325,-0.0913666666666586,-0.0804666666666662,-0.0569333333333333,-0.0543333333333322,-0.0356333333333225,-0.0163333333333355,0.0139000000000067,0.0259000000000071,0.047300000000007,0.0621000000000009,0.0792333333333346,0.0950333333333333,0.116500000000002,0.141800000000003,0.175233333333338,0.203766666666667,0.220500000000001,0.241,0.269000000000005,0.286766666666665,0.305500000000009,0.338233333333335,0.365400000000008,0.406000000000006,0.442000000000007,0.481666666666669,0.575666666666677,0.610366666666678,0.665533333333343,0.694633333333343,0.729333333333344,0.804700000000011,0.836333333333343,0.889700000000005,0.971433333333337,0.99730000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.98996666666666,-0.965999999999994,-0.944933333333324,-0.882766666666669,-0.859399999999994,-0.81989999999999,-0.769499999999994,-0.707633333333334,-0.663366666666661,-0.626999999999995,-0.608033333333324,-0.56986666666667,-0.525999999999996,-0.462999999999994,-0.420533333333324,-0.381233333333327,-0.300699999999992,-0.260866666666658,-0.247433333333333,-0.197800000000001,-0.166866666666664,-0.133166666666668,-0.0596666666666579,-0.0210666666666697,-0.00626666666666154,0.0213666666666654,0.0452666666666772,0.0635000000000048,0.0837000000000074,0.13430000000001,0.172600000000003,0.18910000000001,0.217700000000008,0.278666666666666,0.331333333333333,0.370699999999999,0.384700000000009,0.419966666666667,0.460400000000007,0.51403333333333,0.547533333333334,0.571300000000008,0.642933333333332,0.697766666666666,0.724866666666671,0.790400000000005,0.845300000000009,0.873699999999999,0.912300000000002,0.962299999999999,0.973466666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.975133333333332,-0.929333333333318,-0.903966666666662,-0.875866666666667,-0.82923333333332,-0.799900000000008,-0.774333333333317,-0.727200000000011,-0.718666666666678,-0.696566666666655,-0.675633333333337,-0.634666666666675,-0.598800000000011,-0.580600000000004,-0.55213333333333,-0.536033333333336,-0.516300000000001,-0.491700000000009,-0.462433333333337,-0.439599999999984,-0.416866666666664,-0.377999999999986,-0.345033333333333,-0.328900000000004,-0.315699999999993,-0.296233333333333,-0.27940000000001,-0.244566666666657,-0.222066666666677,-0.201033333333328,-0.189433333333341,-0.160633333333323,-0.147966666666662,-0.124733333333324,-0.107200000000006,-0.100733333333324,-0.0745000000000005,-0.0472000000000037,-0.0312999999999874,-0.0171666666666681,-0.00169999999999959,0.00916666666665833,0.0282333333333327,0.0493000000000166,0.0661000000000058,0.0889999999999986,0.100366666666673,0.127200000000016,0.145600000000002,0.152166666666659,0.17143333333334,0.181766666666675,0.192599999999999,0.213200000000001,0.232699999999994,0.250166666666672,0.25739999999999,0.285533333333348,0.294266666666658,0.315633333333324,0.334466666666657,0.366866666666681,0.385866666666658,0.395633333333336,0.449466666666666,0.476500000000016,0.51636666666667,0.570533333333344,0.628533333333337,0.685466666666656,0.704933333333344,0.770366666666661,0.794366666666662,0.832333333333338,0.847233333333349,0.851033333333334,0.868500000000012,0.881766666666664,0.906966666666676,0.927466666666675,0.941466666666656,0.960066666666677,0.977833333333336,0.989766666666668,,,,,
-0.989733333333334,-0.959233333333316,-0.935833333333335,-0.906566666666663,-0.864100000000008,-0.842633333333339,-0.803266666666673,-0.774333333333317,-0.734666666666669,-0.69186666666667,-0.667366666666652,-0.65646666666666,-0.620299999999986,-0.591399999999993,-0.543366666666657,-0.503433333333334,-0.473500000000001,-0.442633333333333,-0.383466666666664,-0.361266666666666,-0.328833333333336,-0.288566666666668,-0.262,-0.229899999999986,-0.202666666666659,-0.160666666666657,-0.138066666666674,-0.106400000000008,-0.0849333333333391,-0.0671999999999855,-0.044700000000006,-0.0243999999999858,-0.00306666666665478,0.0102666666666664,0.0303000000000111,0.0471666666666692,0.0701333333333309,0.0862333333333254,0.0895666666666841,0.0991333333333273,0.106300000000005,0.132333333333349,0.143300000000011,0.154466666666679,0.176266666666663,0.191733333333332,0.210900000000009,0.221266666666679,0.252499999999998,0.266733333333349,0.286666666666662,0.297366666666676,0.313633333333343,0.32213333333334,0.340066666666672,0.354533333333336,0.369066666666669,0.384233333333327,0.396266666666662,0.402166666666659,0.41973333333334,0.440533333333349,0.472499999999997,0.485199999999992,0.510300000000001,0.53303333333335,0.567266666666683,0.602566666666661,0.628533333333337,0.663833333333343,0.721066666666673,0.763966666666676,0.827066666666667,0.868700000000018,0.923233333333343,,,,,,,,,,,,,,
-0.988033333333334,-0.957233333333335,-0.903766666666655,-0.869299999999981,-0.621966666666651,-0.453833333333336,-0.353799999999978,-0.316999999999979,-0.298999999999978,-0.244399999999985,-0.188400000000001,-0.137466666666654,-0.101266666666646,-0.0865666666666414,-0.0621666666666556,-0.0252999999999872,-0.0116666666666561,0.00193333333334067,0.0207333333333395,0.046966666666691,0.0833666666666772,0.119633333333354,0.140366666666665,0.154266666666672,0.172566666666683,0.190666666666687,0.213566666666679,0.228066666666678,0.248199999999997,0.290066666666689,0.314833333333354,0.334233333333344,0.360333333333358,0.367100000000022,0.382866666666672,0.414633333333342,0.434966666666668,0.466666666666669,0.486633333333344,0.506733333333358,0.549900000000008,0.576000000000022,0.622733333333343,0.671400000000006,0.712966666666688,0.771466666666669,0.810000000000002,0.948300000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.982333333333372,-0.963033333333385,-0.926966666666715,-0.89886666666672,-0.859066666666706,-0.826033333333385,-0.796633333333375,-0.748900000000049,-0.721733333333361,-0.70113333333336,-0.667266666666706,-0.63330000000002,-0.584166666666704,-0.531366666666713,-0.447466666666685,-0.400200000000041,-0.356800000000021,-0.330900000000042,-0.288966666666681,-0.261099999999999,-0.217666666666673,-0.19773333333336,-0.176033333333351,-0.151366666666718,-0.125800000000027,-0.113666666666688,-0.033833333333348,-0.00480000000004566,0.0301333333333105,0.0678999999999519,0.0960999999999785,0.11239999999998,0.133733333333282,0.155033333333279,0.171833333333325,0.19023333333331,0.209766666666667,0.224633333333315,0.241299999999967,0.259133333333295,0.272433333333311,0.287733333333279,0.30419999999998,0.323766666666643,0.336399999999969,0.352833333333308,0.370333333333292,0.399066666666613,0.407599999999945,0.428699999999992,0.454933333333315,0.482633333333297,0.513833333333309,0.603366666666659,0.686433333333298,0.754333333333307,0.787133333333315,0.839599999999962,0.897666666666623,0.930066666666619,0.970066666666639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.991533333333336,-0.962333333333333,-0.926400000000001,-0.909500000000037,-0.870833333333337,-0.836299999999994,-0.80916666666667,-0.763599999999997,-0.700633333333371,-0.675033333333374,-0.65693333333337,-0.6208666666667,-0.588533333333373,-0.578566666666688,-0.565200000000004,-0.541200000000003,-0.505733333333353,-0.488833333333332,-0.465666666666664,-0.441833333333363,-0.402366666666694,-0.372133333333352,-0.355433333333337,-0.32213333333334,-0.294700000000034,-0.236266666666666,-0.227466666666658,-0.195233333333363,-0.172900000000027,-0.150766666666698,-0.111800000000017,-0.0725333333333538,-0.041433333333373,-0.016933333333327,0.00413333333330002,0.043233333333319,0.081766666666681,0.0935000000000059,0.11196666666666,0.128733333333344,0.150966666666648,0.156066666666675,0.181133333333321,0.200366666666639,0.210533333333331,0.2267333333333,0.239633333333302,0.250166666666644,0.254333333333307,0.273899999999969,0.287100000000009,0.303766666666661,0.336433333333332,0.348599999999976,0.372766666666678,0.391533333333314,0.416499999999985,0.43549999999999,0.477866666666671,0.497366666666665,0.558533333333344,0.607333333333315,0.662566666666635,0.690266666666673,0.756933333333336,0.792300000000012,0.827999999999975,0.864266666666651,0.892699999999991,0.934966666666639,0.961366666666663,0.993633333333321,,,,,,,,,,,,,,,,,
-0.979733333333343,-0.931666666666615,-0.88306666666665,-0.833766666666634,-0.800100000000043,-0.783033333333378,-0.753900000000044,-0.685200000000009,-0.647733333333349,-0.600999999999999,-0.544433333333359,-0.514166666666711,-0.474900000000048,-0.451900000000023,-0.375499999999988,-0.332199999999943,-0.223533333333307,-0.208066666666696,-0.177233333333334,-0.157833333333315,-0.122133333333295,-0.113799999999969,-0.0916333333333341,-0.07473333333337,-0.0586666666666815,-0.0445999999999458,-0.0252666666666528,-0.0188666666666677,-0.0039000000000442,0.0215666666666721,0.0407333333333781,0.0471999999999753,0.0538333333333867,0.0714333333332888,0.08873333333338,0.105733333333319,0.124266666666699,0.138400000000047,0.144566666666719,0.159766666666656,0.168133333333344,0.175666666666643,0.18063333333339,0.209299999999985,0.222166666666681,0.240333333333297,0.262200000000007,0.269633333333331,0.296466666666674,0.315633333333381,0.327966666666725,0.346833333333393,0.372966666666684,0.386933333333332,0.419099999999958,0.436599999999999,0.479199999999992,0.488100000000031,0.527366666666694,0.572066666666728,0.609100000000012,0.646733333333373,0.665399999999977,0.732799999999997,0.76520000000005,0.829533333333302,0.869800000000055,0.958166666666671,0.990466666666634,,,,,,,,,,,,,,,,,,,,
-0.93573333333336,-0.899599999999964,-0.878466666666668,-0.843100000000049,-0.809466666666708,-0.740466666666634,-0.69066666666663,-0.666699999999992,-0.634166666666715,-0.59263333333331,-0.573133333333317,-0.522966666666662,-0.501033333333339,-0.459833333333336,-0.43593333333331,-0.406033333333312,-0.390499999999975,-0.382799999999975,-0.36433333333332,-0.346900000000005,-0.324299999999994,-0.297966666666639,-0.263033333333397,-0.247500000000059,-0.225300000000061,-0.211833333333402,-0.19973333333337,-0.182666666666705,-0.166433333333316,-0.150833333333367,-0.134133333333352,-0.127133333333404,-0.107700000000023,-0.0972666666666555,-0.0615000000000236,-0.0439000000000078,-0.0257000000000289,-0.00546666666673445,0.00886666666667679,0.0293000000000347,0.0396333333333132,0.0583000000000311,0.0636333333333141,0.0785333333333256,0.117166666666662,0.13863333333336,0.154099999999971,0.160933333333332,0.184099999999944,0.202333333333286,0.217599999999948,0.220866666666666,0.24666666666667,0.256899999999973,0.272166666666635,0.284733333333293,0.31093333333331,0.334466666666685,0.354600000000005,0.402233333333356,0.441166666666618,0.481999999999971,0.520700000000033,0.607200000000034,0.654866666666635,0.671766666666599,0.703766666666638,0.728600000000029,0.755400000000009,0.784466666666617,0.803333333333285,0.849733333333347,0.870233333333317,0.891300000000001,0.923299999999927,0.952633333333324,0.99193333333335,,,,,,,,,,,,
-0.961366666666663,-0.920333333333247,-0.882233333333261,-0.850399999999922,-0.821866666666665,-0.77699999999993,-0.741733333333286,-0.692333333333295,-0.676266666666606,-0.649933333333252,-0.621899999999982,-0.598333333333244,-0.575766666666595,-0.558233333333305,-0.541299999999978,-0.512599999999907,-0.483066666666673,-0.459333333333234,-0.448399999999992,-0.408799999999928,-0.389999999999986,-0.375099999999975,-0.36416666666662,-0.335566666666637,-0.319999999999936,-0.304566666666574,-0.301766666666595,-0.269633333333331,-0.257399999999961,-0.250233333333313,-0.236233333333303,-0.213566666666566,-0.201966666666635,-0.196933333333277,-0.176766666666595,-0.168733333333307,-0.151233333333266,-0.134399999999914,-0.128199999999993,-0.113233333333255,-0.0978666666666186,-0.0848666666665849,-0.0736666666666679,-0.0645666666665647,-0.0494666666666035,-0.0333666666666659,-0.0210666666665702,-0.00719999999989795,0.0168333333333521,0.0335666666667294,0.0441666666666833,0.0626000000000886,0.083400000000097,0.0923666666667486,0.11340000000007,0.138500000000022,0.153099999999995,0.161366666666709,0.172500000000014,0.193033333333346,0.21040000000005,0.225666666666712,0.23700000000008,0.259200000000078,0.268900000000031,0.289766666666765,0.300100000000043,0.321800000000053,0.342333333333386,0.356566666666708,0.389966666666737,0.424633333333418,0.464733333333356,0.486133333333328,0.528200000000083,0.589333333333343,0.64336666666668,0.6871000000001,0.721700000000055,0.800866666666707,0.850066666666748,0.890600000000063,0.924666666666667,0.943566666666698,0.959733333333361,,,,
