10.556	2.5	1
13.115	2.5	1
15.674	2.5	1
18.246	2.5	1
20.805	2.5	1
23.364	2.5	1
25.923	2.5	1
28.482	2.5	1
31.041	2.5	1
38.664	2.5	1
41.224	2.5	1
43.783	2.5	1
46.341	2.5	1
48.9	2.5	1
51.459	2.5	1
54.031	2.5	1
56.591	2.5	1
59.15	2.5	1
61.708	2.5	1
81.78	2.5	1
84.352	2.5	1
86.925	2.5	1
89.497	2.5	1
92.069	2.5	1
94.642	2.5	1
97.214	2.5	1
99.786	2.5	1
102.358	2.5	1
104.931	2.5	1
112.541	2.5	1
117.659	2.5	1
120.218	2.5	1
122.777	2.5	1
125.336	2.5	1
127.895	2.5	1
130.454	2.5	1
133.013	2.5	1
153.084	2.5	1
155.657	2.5	1
158.216	2.5	1
160.775	2.5	1
163.347	2.5	1
165.906	2.5	1
171.051	2.5	1
173.61	2.5	1
176.169	2.5	1
181.233	2.5	1
183.805	2.5	1
186.378	2.5	1
188.95	2.5	1
191.522	2.5	1
194.095	2.5	1
196.667	2.5	1
199.239	2.5	1
201.811	2.5	1
204.384	2.5	1
224.482	2.5	1
227.081	2.5	1
229.653	2.5	1
232.226	2.5	1
234.798	2.5	1
237.397	2.5	1
239.969	2.5	1
242.555	2.5	1
245.127	2.5	1
247.726	2.5	1
252.817	2.5	1
255.416	2.5	1
257.989	2.5	1
260.561	2.5	1
263.133	2.5	1
265.705	2.5	1
268.278	2.5	1
270.85	2.5	1
273.422	2.5	1
275.995	2.5	1
