10.555	2.5	1
13.114	2.5	1
15.673	2.5	1
20.805	2.5	1
23.364	2.5	1
25.922	2.5	1
28.481	2.5	1
31.04	2.5	1
38.651	2.5	1
41.21	2.5	1
46.327	2.5	1
51.446	2.5	1
54.018	2.5	1
56.577	2.5	1
59.136	2.5	1
81.766	2.5	1
84.339	2.5	1
86.911	2.5	1
89.483	2.5	1
92.055	2.5	1
94.628	2.5	1
97.2	2.5	1
99.772	2.5	1
102.345	2.5	1
104.917	2.5	1
115.086	2.5	1
117.645	2.5	1
120.204	2.5	1
122.763	2.5	1
125.322	2.5	1
127.881	2.5	1
130.44	2.5	1
132.999	2.5	1
153.057	2.5	1
155.629	2.5	1
158.189	2.5	1
160.761	2.5	1
163.32	2.5	1
165.879	2.5	1
173.556	2.5	1
176.115	2.5	1
181.179	2.5	1
183.751	2.5	1
186.324	2.5	1
188.896	2.5	1
191.468	2.5	1
194.04	2.5	1
196.613	2.5	1
199.185	2.5	1
201.757	2.5	1
204.329	2.5	1
224.401	2.5	1
226.974	2.5	1
229.546	2.5	1
232.118	2.5	1
234.69	2.5	1
237.263	2.5	1
239.835	2.5	1
242.407	2.5	1
244.98	2.5	1
247.552	2.5	1
252.616	2.5	1
255.189	2.5	1
257.761	2.5	1
260.333	2.5	1
262.906	2.5	1
265.478	2.5	1
268.05	2.5	1
270.622	2.5	1
273.195	2.5	1
275.767	2.5	1
