10.555	2.5	1
13.128	2.5	1
18.259	2.5	1
20.831	2.5	1
23.39	2.5	1
25.949	2.5	1
28.508	2.5	1
38.691	2.5	1
41.263	2.5	1
43.835	2.5	1
46.408	2.5	1
48.98	2.5	1
51.552	2.5	1
54.124	2.5	1
56.697	2.5	1
59.269	2.5	1
61.841	2.5	1
81.9	2.5	1
84.459	2.5	1
87.018	2.5	1
89.577	2.5	1
97.254	2.5	1
99.813	2.5	1
102.372	2.5	1
104.931	2.5	1
109.982	2.5	1
112.554	2.5	1
115.114	2.5	1
117.672	2.5	1
120.245	2.5	1
122.803	2.5	1
125.362	2.5	1
127.921	2.5	1
130.48	2.5	1
133.04	2.5	1
155.684	2.5	1
158.256	2.5	1
160.828	2.5	1
163.4	2.5	1
165.973	2.5	1
168.532	2.5	1
171.104	2.5	1
173.676	2.5	1
176.249	2.5	1
181.313	2.5	1
183.886	2.5	1
186.458	2.5	1
189.03	2.5	1
191.602	2.5	1
194.175	2.5	1
196.747	2.5	1
201.892	2.5	1
204.464	2.5	1
224.523	2.5	1
227.082	2.5	1
229.641	2.5	1
232.2	2.5	1
234.758	2.5	1
239.876	2.5	1
242.435	2.5	1
244.994	2.5	1
247.553	2.5	1
257.763	2.5	1
260.335	2.5	1
265.467	2.5	1
268.038	2.5	1
270.611	2.5	1
273.183	2.5	1
275.755	2.5	1
