38.704	2.5	1
41.276	2.5	1
43.848	2.5	1
46.421	2.5	1
48.993	2.5	1
51.565	2.5	1
54.137	2.5	1
56.71	2.5	1
59.282	2.5	1
61.854	2.5	1
109.994	2.5	1
112.553	2.5	1
115.112	2.5	1
117.671	2.5	1
120.23	2.5	1
122.788	2.5	1
125.347	2.5	1
127.906	2.5	1
130.465	2.5	1
133.024	2.5	1
153.096	2.5	1
155.668	2.5	1
158.24	2.5	1
160.812	2.5	1
163.385	2.5	1
165.957	2.5	1
168.529	2.5	1
171.101	2.5	1
173.674	2.5	1
176.246	2.5	1
224.519	2.5	1
227.078	2.5	1
229.637	2.5	1
232.196	2.5	1
234.755	2.5	1
237.314	2.5	1
239.872	2.5	1
242.431	2.5	1
244.99	2.5	1
247.549	2.5	1
