10.569	2.5	1
13.142	2.5	1
18.273	2.5	1
20.845	2.5	1
23.404	2.5	1
25.963	2.5	1
28.522	2.5	1
33.64	2.5	1
46.421	2.5	1
48.994	2.5	1
54.138	2.5	1
56.711	2.5	1
61.855	2.5	1
81.914	2.5	1
84.473	2.5	1
87.032	2.5	1
89.591	2.5	1
97.268	2.5	1
99.826	2.5	1
102.385	2.5	1
104.944	2.5	1
112.568	2.5	1
115.127	2.5	1
117.686	2.5	1
120.258	2.5	1
122.817	2.5	1
125.376	2.5	1
127.935	2.5	1
133.053	2.5	1
153.112	2.5	1
158.256	2.5	1
163.401	2.5	1
165.973	2.5	1
171.104	2.5	1
173.676	2.5	1
176.249	2.5	1
181.313	2.5	1
183.886	2.5	1
186.458	2.5	1
189.03	2.5	1
191.603	2.5	1
194.175	2.5	1
196.76	2.5	1
199.333	2.5	1
201.919	2.5	1
204.504	2.5	1
224.576	2.5	1
227.148	2.5	1
229.707	2.5	1
232.279	2.5	1
234.878	2.5	1
237.464	2.5	1
245.141	2.5	1
252.764	2.5	1
255.337	2.5	1
257.922	2.5	1
260.508	2.5	1
263.08	2.5	1
265.652	2.5	1
268.238	2.5	1
270.824	2.5	1
273.396	2.5	1
275.968	2.5	1
