No-target,0.49737,No-target,Size 8
Pop-out,0.39731,Target,Size 8
No-target,0.56334,No-target,Size 8
Conjunction,0.47366,Target,Size 8
Conjunction,0.44305,Target,Size 8
No-target,0.59779,No-target,Size 8
Conjunction,0.51506,Target,Size 8
Pop-out,0.43342,Target,Size 8
Conjunction,0.48829,Target,Size 8
No-target,0.50183,No-target,Size 8
Pop-out,0.49221,Target,Size 8
Pop-out,0.42884,Target,Size 8
No-target,0.66552,No-target,Size 8
No-target,0.50501,No-target,Size 8
No-target,0.51753,No-target,Size 8
No-target,0.7324,No-target,Size 8
Conjunction,0.54142,Target,Size 8
No-target,0.59971,No-target,Size 8
Conjunction,0.65323,Target,Size 8
No-target,0.50491,No-target,Size 8
Pop-out,0.48958,Target,Size 8
Conjunction,0.52781,Target,Size 8
Conjunction,0.46533,Target,Size 8
No-target,0.6992,No-target,Size 8
Pop-out,0.56027,Target,Size 8
No-target,0.53535,No-target,Size 8
Pop-out,0.49934,Target,Size 8
Conjunction,0.48061,Target,Size 8
Pop-out,0.59951,Target,Size 8
No-target,0.55424,No-target,Size 8
Conjunction,0.45104,Target,Size 8
No-target,0.74659,No-target,Size 8
No-target,0.5971,No-target,Size 8
Pop-out,0.42486,Target,Size 8
No-target,0.54914,No-target,Size 8
No-target,0.50357,No-target,Size 8
No-target,0.68268,No-target,Size 8
No-target,0.45797,No-target,Size 8
No-target,0.3744,No-target,Size 8
Pop-out,0.46907,Target,Size 8
Pop-out,0.3931,Target,Size 8
No-target,0.4219,No-target,Size 8
No-target,0.65212,No-target,Size 8
Pop-out,0.5113,Target,Size 8
Conjunction,0.43369,Target,Size 8
No-target,0.60066,No-target,Size 8
Conjunction,0.45829,Target,Size 8
No-target,0.49227,No-target,Size 8
Conjunction,0.44234,No-target,Size 8
No-target,0.77153,Target,Size 8
Pop-out,0.48652,No-target,Size 8
Conjunction,0.57462,Target,Size 8
Pop-out,0.5273,Target,Size 8
Pop-out,0.47305,Target,Size 8
Pop-out,0.46263,Target,Size 8
No-target,0.56563,No-target,Size 8
No-target,0.51217,No-target,Size 8
Conjunction,0.49887,Target,Size 8
No-target,0.59123,No-target,Size 8
No-target,0.5205,No-target,Size 8
Pop-out,0.37595,No-target,Size 8
No-target,0.73198,No-target,Size 8
Conjunction,0.69946,Target,Size 8
Pop-out,0.50291,Target,Size 8
No-target,0.62658,No-target,Size 8
No-target,0.55192,No-target,Size 8
Conjunction,0.50358,Target,Size 8
Conjunction,0.47499,Target,Size 8
No-target,0.59739,No-target,Size 8
No-target,0.51426,No-target,Size 8
Pop-out,0.41334,Target,Size 8
Conjunction,0.68085,Target,Size 8
Conjunction,0.44113,No-target,Size 8
Conjunction,0.44398,Target,Size 8
No-target,0.54653,No-target,Size 8
No-target,0.53826,No-target,Size 8
No-target,0.4974,No-target,Size 8
Conjunction,0.52588,Target,Size 8
Pop-out,0.42351,Target,Size 8
Conjunction,0.52536,Target,Size 8
Conjunction,0.42444,Target,Size 8
No-target,0.51812,No-target,Size 8
No-target,0.52794,No-target,Size 8
Pop-out,0.483,Target,Size 8
Pop-out,0.50213,Target,Size 8
Conjunction,0.44377,Target,Size 8
No-target,0.48526,No-target,Size 8
No-target,0.55477,No-target,Size 8
No-target,0.48863,No-target,Size 8
No-target,0.55201,No-target,Size 8
Pop-out,0.50331,Target,Size 8
Conjunction,0.50678,Target,Size 8
No-target,0.52551,No-target,Size 8
No-target,0.62475,No-target,Size 8
Pop-out,0.47573,Target,Size 8
Conjunction,0.45685,Target,Size 8
Conjunction,0.47529,Target,Size 8
No-target,0.54063,No-target,Size 8
Pop-out,0.44189,Target,Size 8
No-target,0.66341,No-target,Size 8
No-target,0.49863,No-target,Size 8
No-target,0.43782,No-target,Size 8
No-target,0.45891,No-target,Size 8
Conjunction,0.47755,Target,Size 8
No-target,0.67932,No-target,Size 8
Pop-out,0.45108,Target,Size 8
Pop-out,0.44064,Target,Size 8
No-target,0.84361,No-target,Size 12
No-target,0.48228,No-target,Size 12
No-target,0.50038,No-target,Size 12
No-target,0.42105,No-target,Size 12
No-target,0.52043,No-target,Size 12
No-target,0.59564,No-target,Size 12
No-target,0.51227,No-target,Size 12
Conjunction,0.53433,Target,Size 12
No-target,0.52903,No-target,Size 12
Conjunction,0.59756,No-target,Size 12
Pop-out,0.48787,Target,Size 12
Pop-out,0.48368,Target,Size 12
Conjunction,0.55565,Target,Size 12
Conjunction,0.50877,Target,Size 12
No-target,0.81192,No-target,Size 12
Pop-out,0.71135,Target,Size 12
Pop-out,0.48019,Target,Size 12
Conjunction,0.52426,Target,Size 12
Conjunction,0.50716,Target,Size 12
No-target,0.67299,No-target,Size 12
No-target,0.56933,No-target,Size 12
Pop-out,0.65127,Target,Size 12
Conjunction,0.46553,Target,Size 12
No-target,0.67109,No-target,Size 12
No-target,0.55195,No-target,Size 12
No-target,0.5311,No-target,Size 12
Pop-out,0.4735,Target,Size 12
Conjunction,0.65838,Target,Size 12
Pop-out,0.42105,Target,Size 12
Pop-out,0.53723,No-target,Size 12
No-target,0.65773,No-target,Size 12
Pop-out,0.58143,Target,Size 12
No-target,0.64084,No-target,Size 12
No-target,0.46611,No-target,Size 12
Conjunction,0.49988,Target,Size 12
No-target,0.60226,No-target,Size 12
Pop-out,0.47044,Target,Size 12
Pop-out,0.47761,Target,Size 12
No-target,0.94607,No-target,Size 12
No-target,0.48054,No-target,Size 12
No-target,0.41528,No-target,Size 12
Pop-out,0.46252,Target,Size 12
Conjunction,0.47469,No-target,Size 12
No-target,0.68219,No-target,Size 12
Pop-out,0.45574,Target,Size 12
Pop-out,0.47479,Target,Size 12
Conjunction,0.42567,Target,Size 12
No-target,0.63362,No-target,Size 12
No-target,0.47056,No-target,Size 12
No-target,0.46905,No-target,Size 12
Pop-out,0.67102,Target,Size 12
Pop-out,0.66215,Target,Size 12
No-target,0.54889,No-target,Size 12
No-target,0.52519,No-target,Size 12
No-target,0.47414,No-target,Size 12
No-target,0.43894,No-target,Size 12
Pop-out,0.55538,Target,Size 12
Pop-out,0.40833,Target,Size 12
Pop-out,0.41969,Target,Size 12
No-target,0.61561,No-target,Size 12
No-target,0.95252,No-target,Size 12
No-target,0.42002,No-target,Size 12
Conjunction,0.75241,Target,Size 12
No-target,0.61103,No-target,Size 12
Conjunction,0.62063,Target,Size 12
No-target,0.60525,No-target,Size 12
No-target,0.46331,No-target,Size 12
Conjunction,0.53187,Target,Size 12
Pop-out,0.42517,Target,Size 12
Pop-out,0.45377,Target,Size 12
No-target,0.57022,No-target,Size 12
Pop-out,0.57321,Target,Size 12
Pop-out,0.41665,Target,Size 12
No-target,0.53567,No-target,Size 12
No-target,0.49866,No-target,Size 12
Pop-out,0.51718,Target,Size 12
No-target,0.55636,No-target,Size 12
No-target,0.55293,No-target,Size 12
Pop-out,0.44761,Target,Size 12
Conjunction,0.41213,Target,Size 12
No-target,0.43257,No-target,Size 12
No-target,0.4762,No-target,Size 12
No-target,0.66171,No-target,Size 12
No-target,0.66204,Target,Size 12
Conjunction,0.52916,Target,Size 12
No-target,0.53734,No-target,Size 12
Conjunction,0.58372,Target,Size 12
No-target,0.53355,No-target,Size 12
No-target,0.57826,No-target,Size 12
Conjunction,0.42494,Target,Size 12
Pop-out,0.42724,Target,Size 12
No-target,0.54911,No-target,Size 12
Conjunction,0.40351,No-target,Size 12
No-target,0.60353,No-target,Size 12
Conjunction,0.45953,No-target,Size 12
Pop-out,0.63739,No-target,Size 12
Conjunction,0.56965,Target,Size 12
No-target,0.54859,No-target,Size 12
No-target,0.61237,No-target,Size 12
No-target,0.58927,No-target,Size 12
No-target,0.70708,No-target,Size 12
No-target,0.4951,No-target,Size 12
Pop-out,0.53979,Target,Size 12
Conjunction,0.52022,Target,Size 12
Conjunction,0.5669,Target,Size 12
No-target,0.55226,No-target,Size 12
No-target,0.65806,No-target,Size 12
No-target,0.70104,No-target,Size 12
No-target,0.47469,No-target,Size 12
No-target,0.52782,No-target,Size 12
No-target,0.50702,No-target,Size 12
Conjunction,0.72435,Target,Size 12
Conjunction,0.46213,Target,Size 12
No-target,0.59959,No-target,Size 12
Conjunction,0.58586,Target,Size 12
No-target,0.77715,Target,Size 12
Pop-out,0.53723,Target,Size 12
No-target,0.58615,No-target,Size 12
Conjunction,0.50195,Target,Size 12
Conjunction,0.64193,Target,Size 12
Conjunction,0.58852,Target,Size 12
No-target,0.78026,No-target,Size 12
Pop-out,0.46039,Target,Size 12
No-target,0.62857,No-target,Size 12
Conjunction,0.61382,Target,Size 12
Conjunction,0.45861,Target,Size 12
Pop-out,0.4021,Target,Size 12
Conjunction,0.41947,Target,Size 12
Pop-out,0.40868,Target,Size 12
Conjunction,0.53031,Target,Size 12
Pop-out,0.50146,Target,Size 12
Pop-out,0.4009,Target,Size 12
Conjunction,0.53987,Target,Size 12
No-target,0.62581,No-target,Size 12
No-target,0.63596,No-target,Size 12
Conjunction,0.49999,Target,Size 12
Pop-out,0.50049,Target,Size 12
Pop-out,0.50569,Target,Size 12
No-target,0.61284,No-target,Size 12
Pop-out,0.56257,Target,Size 12
No-target,0.70067,No-target,Size 12
No-target,0.66687,No-target,Size 12
No-target,0.44664,No-target,Size 12
No-target,0.46175,No-target,Size 12
Pop-out,0.52276,Target,Size 12
No-target,0.55941,No-target,Size 12
No-target,0.53928,No-target,Size 12
No-target,0.58466,No-target,Size 12
Conjunction,0.7332,Target,Size 12
No-target,0.54522,No-target,Size 12
No-target,0.45854,No-target,Size 12
No-target,0.45315,No-target,Size 12
Conjunction,0.56105,Target,Size 12
No-target,0.6809,No-target,Size 12
Pop-out,0.52481,Target,Size 12
Conjunction,0.39056,Target,Size 12
Conjunction,0.57507,Target,Size 12
Pop-out,0.37518,Target,Size 12
Conjunction,0.45732,Target,Size 12
No-target,0.5126,No-target,Size 12
Pop-out,0.57678,Target,Size 16
Pop-out,0.39643,Target,Size 16
Pop-out,0.39568,Target,Size 16
No-target,0.64492,Target,Size 16
Pop-out,0.42112,Target,Size 16
Pop-out,0.56621,Target,Size 16
No-target,0.58944,No-target,Size 16
Conjunction,0.47948,Target,Size 16
No-target,0.71074,No-target,Size 16
Pop-out,0.45675,No-target,Size 16
No-target,1.1178,No-target,Size 16
Conjunction,0.50881,Target,Size 16
No-target,0.61508,No-target,Size 16
No-target,0.47604,No-target,Size 16
Pop-out,0.57628,Target,Size 16
No-target,0.65326,No-target,Size 16
No-target,0.79462,No-target,Size 16
Conjunction,0.57097,Target,Size 16
Pop-out,0.45867,Target,Size 16
No-target,0.64188,No-target,Size 16
Pop-out,0.48625,Target,Size 16
No-target,0.72013,No-target,Size 16
Conjunction,0.5359,Target,Size 16
Conjunction,0.52509,Target,Size 16
Pop-out,0.46411,Target,Size 16
Pop-out,0.47924,Target,Size 16
Pop-out,0.44457,Target,Size 16
No-target,0.58411,No-target,Size 16
No-target,0.63846,No-target,Size 16
No-target,0.58461,No-target,Size 16
No-target,0.69869,No-target,Size 16
Pop-out,0.52401,Target,Size 16
No-target,0.96303,No-target,Size 16
No-target,0.56059,No-target,Size 16
Conjunction,0.57366,Target,Size 16
Pop-out,0.49655,No-target,Size 16
No-target,0.72012,No-target,Size 16
No-target,0.72155,No-target,Size 16
Conjunction,0.54952,Target,Size 16
No-target,0.55337,No-target,Size 16
Conjunction,0.64866,Target,Size 16
Pop-out,0.47558,Target,Size 16
Pop-out,0.477,Target,Size 16
Conjunction,0.46793,Target,Size 16
Conjunction,0.42471,Target,Size 16
No-target,0.56255,No-target,Size 16
Pop-out,0.52774,No-target,Size 16
No-target,0.68012,No-target,Size 16
No-target,0.59401,No-target,Size 16
No-target,0.77481,No-target,Size 16
Conjunction,0.62939,Target,Size 16
Conjunction,0.51032,Target,Size 16
No-target,0.63968,No-target,Size 16
No-target,0.70801,No-target,Size 16
Conjunction,0.51397,Target,Size 16
No-target,0.75612,No-target,Size 16
No-target,0.69356,No-target,Size 16
Pop-out,0.53648,Target,Size 16
Pop-out,0.5197,Target,Size 16
No-target,0.64434,No-target,Size 16
Conjunction,0.5227,Target,Size 16
Conjunction,0.56207,Target,Size 16
No-target,0.80001,No-target,Size 16
Pop-out,0.45444,Target,Size 16
Conjunction,0.43755,Target,Size 16
No-target,0.47549,No-target,Size 16
Pop-out,0.47224,Target,Size 16
No-target,0.62805,No-target,Size 16
Pop-out,0.413,Target,Size 16
No-target,0.4876,No-target,Size 16
Pop-out,0.45674,Target,Size 16
No-target,0.51674,No-target,Size 16
No-target,0.6717,No-target,Size 16
No-target,0.5478,No-target,Size 16
No-target,0.48329,No-target,Size 16
No-target,0.49547,No-target,Size 16
No-target,0.5771,No-target,Size 16
No-target,0.61343,No-target,Size 16
No-target,0.50438,No-target,Size 16
Pop-out,0.44589,Target,Size 16
Conjunction,0.47351,No-target,Size 16
No-target,0.659,No-target,Size 16
Conjunction,0.49891,No-target,Size 16
Conjunction,0.6548,Target,Size 16
No-target,0.58989,No-target,Size 16
Pop-out,0.43361,Target,Size 16
No-target,0.52521,No-target,Size 16
No-target,0.64134,No-target,Size 16
No-target,0.98959,No-target,Size 16
Pop-out,0.43604,Target,Size 16
No-target,0.43337,No-target,Size 16
No-target,0.54273,No-target,Size 16
Conjunction,0.53523,Target,Size 16
Conjunction,0.45338,Target,Size 16
No-target,0.63385,No-target,Size 16
Pop-out,0.45242,Target,Size 16
No-target,0.56596,No-target,Size 16
Conjunction,0.56898,Target,Size 16
No-target,0.55421,No-target,Size 16
Conjunction,0.40006,Target,Size 16
Pop-out,0.43774,Target,Size 16
Conjunction,0.59244,Target,Size 16
Conjunction,0.50547,Target,Size 16
No-target,0.70897,No-target,Size 16
No-target,0.62134,No-target,Size 16
Conjunction,0.47048,Target,Size 16
Conjunction,0.45139,Target,Size 16
No-target,0.72105,No-target,Size 16
Conjunction,0.44969,Target,Size 16
Pop-out,0.43215,Target,Size 16
Conjunction,0.59958,Target,Size 16
No-target,0.51615,No-target,Size 16
Conjunction,0.38146,Target,Size 16
No-target,0.67243,No-target,Size 16
Pop-out,0.41036,Target,Size 16
No-target,0.56431,No-target,Size 16
No-target,0.61214,No-target,Size 16
No-target,0.65356,No-target,Size 16
No-target,0.63526,No-target,Size 16
Conjunction,0.39545,Target,Size 16
No-target,0.46552,No-target,Size 16
No-target,0.63075,No-target,Size 16
No-target,0.49379,No-target,Size 16
No-target,0.65003,No-target,Size 16
No-target,0.66095,No-target,Size 16
No-target,0.56845,No-target,Size 16
No-target,0.48091,No-target,Size 16
Pop-out,0.47784,Target,Size 16
No-target,0.58584,No-target,Size 16
Conjunction,0.62284,Target,Size 16
No-target,0.60729,No-target,Size 16
Conjunction,0.50737,Target,Size 16
Conjunction,0.50039,Target,Size 16
No-target,0.59171,No-target,Size 16
Conjunction,0.47877,Target,Size 16
No-target,0.55182,No-target,Size 16
Pop-out,0.44367,Target,Size 16
No-target,0.59174,No-target,Size 16
No-target,0.58351,No-target,Size 16
Conjunction,0.51997,Target,Size 16
No-target,0.59975,No-target,Size 16
No-target,0.55265,No-target,Size 16
Pop-out,0.44022,Target,Size 16
Pop-out,0.44131,Target,Size 16
No-target,0.61826,No-target,Size 16
No-target,0.53482,No-target,Size 16
Pop-out,0.45961,Target,Size 16
Pop-out,0.45645,No-target,Size 16
Pop-out,0.47897,Target,Size 16
Pop-out,0.45107,Target,Size 16
No-target,0.60479,No-target,Size 16
No-target,0.56611,Target,Size 16
Pop-out,0.48999,Target,Size 16
Conjunction,0.49438,Target,Size 16
Conjunction,0.43954,No-target,Size 16
No-target,0.66453,Target,Size 16
No-target,0.46268,No-target,Size 16
Conjunction,0.55384,Target,Size 16
Pop-out,0.48169,Target,Size 16
Conjunction,0.45473,Target,Size 16
